Comment	Comment Reply
Main bihar se hu Katihar district se apke yha se maine saree kharida h sir 1.26 lakh ke 21/4/24 ko avi saree aai nhi h sir 4-5 days lgenge  ummid h ki product achcha hoga sir koi change nhi hoga 🙏🙏	जी जरूर, हम आपको अच्छा प्रोडक्ट ही भेजेंगे। किसी भी जानकारी के लिए संपर्क करें। धन्यवाद। 
Sir mai yavatmal say hu	नमस्ते, किसी भी प्रकार की जानकारी के लिए आप हमारे सेल्स एग्जीक्यूटिव से संपर्क कर सकते हैं, धन्यवाद। 
Ek dum 1st class sir Aap ki har bat mujhe achi lagati hai	जी शुक्रिया। किसी भी प्रकार की जानकारी के लिए आप हमारे सेल्स एग्जीक्यूटिव से संपर्क कर सकते हैं। धन्यवाद। 
I love my dream ❤ par confused hun karun to karun kya	You should be. For more information, please contact us. Thank you. 
Sar humko bhi Kuchh Samjha do	जी जरूर, अधिक जानकारी के लिए संपर्क करें, धन्यवाद। 
💯 such 🎉❤❤	Thanks! 
Ghar Ki sadi k liy lete hai to km price me milega KY or online  kaise order krenge please no chiye🙏🙏	For pricing details and order inquiries, please contact our sales executive. Thank you. 
Har Har Mahadev 🙏🕉️🙏🕉️🙏🕉️🙏🕉️🙏	ॐ नमः शिवाय. 🙏🙏 
Kindly send lehanga catalogue	For information about any products, please contact our sales executive. Thank you. 
Bihar sahrsa	Namaste, please contact our sales executive for any information. 
❤❤	Thanks. 
Bhai main ek handicapped person hu waha aa ni sakte aap ke sath kam krna hai	जी ज़रूर, आप छोटी से छोटी रकम से भी अपना कारोबार शुरू कर सकते हैं। न्यूनतम ऑर्डर की जानकारी के लिए आप हमारी सेल्स टीम से संपर्क करें। धन्यवाद। 
Me surat se hi hu	नमस्ते, किसी भी प्रकार की जानकारी के लिए आप हमारे सेल्स एग्जीक्यूटिव से संपर्क कर सकते हैं, धन्यवाद। 
Hamen suit chahiye suit ki dukan kholni hai	जी जरूर, अधिक जानकारी के लिए संपर्क करें। धन्यवाद। 
Mera dupatte ka business hai sir aap ke hi yaha se abhi suru kiya hu ...	पहले तो नई शॉप शुरू करने के लिए आपको बहुत-बहुत बधाई। कम बजट में बिजनेस कैसे शुरू करें और उसमें सफलता कैसे प्राप्त करें, यही अजमेरा फैशन की खासियत है। कृपया संपर्क करें, धन्यवाद। 
Apka video dekh ke bhut motivation mila thanku sir	Welcome. We're glad you found our video motivating. 
Jay shree ram 🚩🚩🚩🚩🚩🚩🚩	Jai shree ram. 
अजय अजमेरा सर जी , नमस्ते 🙏🏻 कैसे हैं आप? आशा करता हूं की आप ठीक हो और परमेश्वर आपको लंबी उमर प्रदान करे क्यू की ना जाने कितने छोटे बडे वव्यापारी आपसे जुडे हैं.... ऊन सबकी दुआये आपके साथ हैं🥰🥰🥰मेरा नाम राहूल कूलदीप मैं नागपूर महाराष्ट्र से हूं...... हम आपसे मिलकर काम करना चाहते हैं.... कम से कम लागत में अच्छी रेंज बनाना चाहता हूं.... और ग्रामीण से व्यापार करना चाहता हूं... लेकिन डोअर टू डोअर करना चाहता हूं.... तो आपसे जांना चाहता हूं, तो कैसे करना चाहिये..... आशा करता हूं की आप हमारी सहायता कारोंगे...... Plz Reply Kijiye Ga 🙏🏻🙏🏻🙏🏻🥰🥰🥰❤️❤️❤️	जी ज़रूर, आप छोटी से छोटी रकम से भी अपना कारोबार शुरू कर सकते हैं. मिनिमम आर्डर की जानकारी के लिए आप हमारी सेल्स एग्जीक्यूटिव टीम से संपर्क करें। धन्यवाद। 
